Jaar indiening;Gebouw Functie kort;Handeling;Project Aanvrager Type;Aantal projecten;Aantal gebouwen;Aantal gebouwen (met gebouwinfo);Aantal wooneenheden;Aantal (studenten)kamers;Nuttige woonoppervlakte (m²);Nuttige oppervlakte kamerwoningen (m²);Bovengronds nuttige oppervlakte (m²);Bovengronds grond oppervlakte (m²);Gesloopte oppervlakte (m²);Gesloopte volume (m³);[Project Huidige Toestand Eenvoudig]
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;121;240;240;0;0;0,00;0;0,00;0,00;55.701,72;288.888,32;Weigering
2022;-;Sloop;Overheid;116;197;197;0;0;0,00;0;0,00;0,00;72.263,34;345.561,76;Vergunning
2022;-;Sloop;Natuurlijk persoon;60;67;67;0;0;0,00;0;0,00;0,00;10.825,03;1.046.967,68;Niet rechtsgeldig
2022;-;Sloop;Natuurlijk persoon-Overheid;39;65;65;0;0;0,00;0;0,00;0,00;16.239,46;85.197,12;Vergunning
2022;-;Sloop;Rechtspersoon;33;101;101;0;0;0,00;0;0,00;0,00;42.655,95;180.221,18;In behandeling (na beroep)
2022;-;Sloop;Natuurlijk persoon;28;37;37;0;0;0,00;0;0,00;0,00;748,10;1.840,07;Aktename
2022;-;Sloop;Overheid;18;31;31;0;0;0,00;0;0,00;0,00;6.613,25;30.755,82;Stopgezet
2022;-;Sloop;Rechtspersoon;14;46;46;0;0;0,00;0;0,00;0,00;13.336,54;84.839,53;Geen beslissing genomen
2022;-;Sloop;Natuurlijk persoon;14;33;33;0;0;0,00;0;0,00;0,00;4.507,20;20.374,41;In behandeling (na beroep)
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;12;19;19;0;0;0,00;0;0,00;0,00;7.098,90;37.553,42;In behandeling (na beroep)
2022;-;Sloop;Natuurlijk persoon;10;16;16;0;0;0,00;0;0,00;0,00;3.659,24;12.776,68;Geen beslissing genomen
2022;-;Sloop;Natuurlijk persoon-Overheid;6;11;11;0;0;0,00;0;0,00;0,00;4.627,56;20.026,49;Stopgezet
2022;-;Sloop;Rechtspersoon;5;5;5;0;0;0,00;0;0,00;0,00;7.268,34;27.356,37;Niet rechtsgeldig
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;4;12;12;0;0;0,00;0;0,00;0,00;3.830,22;20.162,52;Geen beslissing genomen
2022;-;Sloop;Overheid-Rechtspersoon;4;4;4;0;0;0,00;0;0,00;0,00;627,16;1.779,50;Vergunning
2022;-;Sloop;Rechtspersoon;4;4;4;0;0;0,00;0;0,00;0,00;183,56;755,39;Aktename
2022;-;Sloop;Overheid;3;6;6;0;0;0,00;0;0,00;0,00;4.219,00;19.735,50;Weigering
2022;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;2;3;3;0;0;0,00;0;0,00;0,00;761,11;4.286,10;Vergunning
2022;-;Sloop;Rechtspersoon;1;3;3;0;0;0,00;0;0,00;0,00;1.626,00;6.354,00;In behandeling (in eerste aanleg)
2022;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;275,00;1.700,00;Weigering
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;31,17;93,51;Aktename
2022;-;Verbouwen of hergebruik;Natuurlijk persoon;4;4;4;0;0;0,00;0;828,20;431,28;0,00;0,00;Vergunning
2023;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;465,52;480,00;0,00;0,00;Vergunning
2023;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;264,01;311,35;0,00;0,00;Weigering
2023;-;Sloop;Natuurlijk persoon;5.429;7.919;7.919;0;0;0,00;0;0,00;0,00;1.703.891,31;8.511.412,82;Vergunning
2023;-;Sloop;Rechtspersoon;2.440;4.507;4.507;0;0;0,00;0;0,00;0,00;2.099.546,90;14.746.097,43;Vergunning
2023;-;Sloop;Natuurlijk persoon;1.032;1.563;1.563;0;0;0,00;0;0,00;0,00;363.968,30;2.527.173,29;Stopgezet
2023;-;Sloop;Rechtspersoon;814;1.568;1.568;0;0;0,00;0;0,00;0,00;887.698,63;7.599.732,19;Stopgezet
2023;-;Sloop;Natuurlijk persoon;468;733;733;0;0;0,00;0;0,00;0,00;128.351,52;2.485.847,27;Weigering
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;464;867;867;0;0;0,00;0;0,00;0,00;337.720,15;8.754.333,45;Vergunning
2023;-;Sloop;Rechtspersoon;423;736;736;0;0;0,00;0;0,00;0,00;208.054,15;1.674.414,49;Weigering
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;139;244;244;0;0;0,00;0;0,00;0,00;144.335,30;960.474,30;Stopgezet
2023;-;Sloop;Overheid;92;180;180;0;0;0,00;0;0,00;0,00;99.914,10;520.783,54;Vergunning
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;87;155;155;0;0;0,00;0;0,00;0,00;76.090,08;361.578,01;Weigering
2023;-;Sloop;Rechtspersoon;53;122;122;0;0;0,00;0;0,00;0,00;228.099,21;1.789.264,96;In behandeling (na beroep)
2023;-;Sloop;Natuurlijk persoon;42;44;44;0;0;0,00;0;0,00;0,00;18.832,70;12.587,26;Niet rechtsgeldig
2023;-;Sloop;Natuurlijk persoon;24;41;41;0;0;0,00;0;0,00;0,00;12.671,62;77.385,06;In behandeling (na beroep)
2023;-;Sloop;Natuurlijk persoon-Overheid;23;49;49;0;0;0,00;0;0,00;0,00;16.768,10;200.814,96;Vergunning
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;18;35;35;0;0;0,00;0;0,00;0,00;15.001,09;102.443,90;In behandeling (na beroep)
2023;-;Sloop;Natuurlijk persoon;18;23;23;0;0;0,00;0;0,00;0,00;975,62;995,47;Aktename
2023;-;Sloop;Rechtspersoon;15;31;31;0;0;0,00;0;0,00;0,00;12.539,21;87.165,14;Geen beslissing genomen
2023;-;Sloop;Overheid;15;19;19;0;0;0,00;0;0,00;0,00;5.093,08;19.991,78;Stopgezet
2023;-;Sloop;Natuurlijk persoon;13;24;24;0;0;0,00;0;0,00;0,00;7.494,75;75.593,20;Geen beslissing genomen
2023;-;Sloop;Overheid-Rechtspersoon;6;17;17;0;0;0,00;0;0,00;0,00;1.768,27;8.886,69;Vergunning
2023;-;Sloop;Rechtspersoon;6;12;12;0;0;0,00;0;0,00;0,00;10.203,35;68.306,02;Niet rechtsgeldig
2023;-;Sloop;Rechtspersoon;6;7;7;0;0;0,00;0;0,00;0,00;598,61;664,20;Aktename
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;4;6;6;0;0;0,00;0;0,00;0,00;714,56;2.817,50;Niet rechtsgeldig
2023;-;Sloop;Overheid-Rechtspersoon;4;4;4;0;0;0,00;0;0,00;0,00;1.673,00;6.983,40;Stopgezet
2023;-;Sloop;Natuurlijk persoon-Rechtspersoon;3;7;7;0;0;0,00;0;0,00;0,00;1.423,42;7.182,94;Geen beslissing genomen
2023;-;Sloop;Natuurlijk persoon-Overheid;3;3;3;0;0;0,00;0;0,00;0,00;1.545,93;8.041,57;Stopgezet
2023;-;Sloop;Overheid;2;4;4;0;0;0,00;0;0,00;0,00;4.438,00;17.400,00;Weigering
2023;-;Sloop;Overheid;2;2;2;0;0;0,00;0;0,00;0,00;479,00;2.200,00;Aktename
2023;-;Sloop;Overheid;2;2;2;0;0;0,00;0;0,00;0,00;338,75;1.639,00;Niet rechtsgeldig
2023;-;Sloop;Overheid-Rechtspersoon;1;3;3;0;0;0,00;0;0,00;0,00;1.314,00;10.737,62;In behandeling (na beroep)
2023;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;502,00;3.930,00;Vergunning
2023;-;Sloop;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;475,00;1.949,75;In behandeling (in eerste aanleg)
2023;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;2,00;5,00;In behandeling (na beroep)
2023;-;Verbouwen of hergebruik;Natuurlijk persoon;4;4;4;0;0;0,00;0;928,69;788,69;0,00;0,00;Vergunning
2023;-;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;0;0;0,00;0;122,10;149,44;0,00;0,00;Stopgezet
2023;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;779,36;669,00;0,00;0,00;Vergunning
2024;-;Nieuwbouw;Rechtspersoon;10;10;10;0;0;0,00;0;19.747,17;14.584,91;0,00;0,00;Vergunning
2024;-;Nieuwbouw;Rechtspersoon;8;8;8;0;0;0,00;0;18.326,39;16.495,78;0,00;0,00;Stopgezet
2024;-;Nieuwbouw;Natuurlijk persoon;6;6;6;0;0;0,00;0;1.498,15;1.191,44;0,00;0,00;Vergunning
2024;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;3.111,00;3.184,00;0,00;0,00;Stopgezet
2024;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;257,00;215,00;0,00;0,00;Weigering
2024;-;Sloop;Natuurlijk persoon;5.584;8.142;8.142;0;0;0,00;0;0,00;0,00;1.385.228,51;19.140.869,12;Vergunning
2024;-;Sloop;Rechtspersoon;2.395;4.514;4.514;0;0;0,00;0;0,00;0,00;3.264.365,36;16.258.310,06;Vergunning
2024;-;Sloop;Natuurlijk persoon;1.047;1.615;1.615;0;0;0,00;0;0,00;0,00;513.677,60;1.969.513,44;Stopgezet
2024;-;Sloop;Rechtspersoon;771;1.457;1.457;0;0;0,00;0;0,00;0,00;1.839.201,24;4.947.544,68;Stopgezet
2024;-;Sloop;Natuurlijk persoon;468;700;700;0;0;0,00;0;0,00;0,00;95.788,86;447.316,84;Weigering
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;445;746;746;0;0;0,00;0;0,00;0,00;291.073,09;22.726.342,26;Vergunning
2024;-;Sloop;Rechtspersoon;332;658;658;0;0;0,00;0;0,00;0,00;293.990,48;1.740.870,80;Weigering
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;132;242;242;0;0;0,00;0;0,00;0,00;102.124,41;562.984,61;Stopgezet
2024;-;Sloop;Rechtspersoon;110;217;217;0;0;0,00;0;0,00;0,00;243.070,69;1.075.633,08;In behandeling (na beroep)
2024;-;Sloop;Overheid;88;179;179;0;0;0,00;0;0,00;0,00;46.071,90;226.688,78;Vergunning
2024;-;Sloop;Natuurlijk persoon;71;140;140;0;0;0,00;0;0,00;0,00;34.888,49;151.441,25;In behandeling (na beroep)
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;68;114;114;0;0;0,00;0;0,00;0,00;30.323,78;212.351,99;Weigering
2024;-;Sloop;Natuurlijk persoon;49;52;52;0;0;0,00;0;0,00;0,00;10.933,32;334.747,13;Niet rechtsgeldig
2024;-;Sloop;Natuurlijk persoon;26;30;30;0;0;0,00;0;0,00;0,00;529,08;1.496,15;Aktename
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;24;58;58;0;0;0,00;0;0,00;0,00;20.434,28;148.992,54;In behandeling (na beroep)
2024;-;Sloop;Natuurlijk persoon-Overheid;15;34;34;0;0;0,00;0;0,00;0,00;9.900,67;220.069,95;Vergunning
2024;-;Sloop;Overheid;13;17;17;0;0;0,00;0;0,00;0,00;16.305,73;98.847,99;Stopgezet
2024;-;Sloop;Natuurlijk persoon;5;6;6;0;0;0,00;0;0,00;0,00;372,30;869,16;Geen beslissing genomen
2024;-;Sloop;Rechtspersoon;5;5;5;0;0;0,00;0;0,00;0,00;952,85;4.923,24;Niet rechtsgeldig
2024;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;4;8;8;0;0;0,00;0;0,00;0,00;723,02;3.062,02;Vergunning
2024;-;Sloop;Rechtspersoon;4;5;5;0;0;0,00;0;0,00;0,00;7.486,40;7.122,00;Geen beslissing genomen
2024;-;Sloop;Rechtspersoon;4;5;5;0;0;0,00;0;0,00;0,00;63,65;377,32;Aktename
2024;-;Sloop;Overheid-Rechtspersoon;3;12;12;0;0;0,00;0;0,00;0,00;1.714,08;8.223,16;Vergunning
2024;-;Sloop;Natuurlijk persoon-Overheid;2;8;8;0;0;0,00;0;0,00;0,00;1.669,72;9.814,25;Stopgezet
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;2;3;3;0;0;0,00;0;0,00;0,00;91,74;224,04;Niet rechtsgeldig
2024;-;Sloop;Rechtspersoon;1;22;22;0;0;0,00;0;0,00;0,00;9.245,00;30.759,00;In behandeling (in eerste aanleg)
2024;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;1;3;3;0;0;0,00;0;0,00;0,00;1.314,00;10.737,62;In behandeling (na beroep)
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;3;3;0;0;0,00;0;0,00;0,00;496,00;462,42;In behandeling (in eerste aanleg)
2024;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;1.844,18;8.556,43;In behandeling (na beroep)
2024;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;1.478,83;6.293,61;Weigering
2024;-;Sloop;Natuurlijk persoon;1;1;1;0;0;0,00;0;0,00;0,00;180,00;840,00;In behandeling (in eerste aanleg)
2024;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;38,35;84,37;Aktename
2024;-;Verbouwen of hergebruik;Natuurlijk persoon;23;23;23;0;0;0,00;0;6.987,31;5.768,49;0,00;0,00;Vergunning
2024;-;Verbouwen of hergebruik;Rechtspersoon;16;16;16;0;0;0,00;0;25.626,90;16.153,43;0,00;0,00;Vergunning
2024;-;Verbouwen of hergebruik;Natuurlijk persoon;10;10;10;0;0;0,00;0;1.649,70;1.057,04;0,00;0,00;Stopgezet
2024;-;Verbouwen of hergebruik;Rechtspersoon;7;7;7;0;0;0,00;0;7.046,00;6.763,72;0,00;0,00;Stopgezet
2024;-;Verbouwen of hergebruik;Natuurlijk persoon;4;4;5;0;0;0,00;0;925,70;894,97;0,00;0,00;Weigering
2024;-;Verbouwen of hergebruik;Rechtspersoon;4;4;4;0;0;0,00;0;3.647,73;3.046,81;0,00;0,00;Weigering
2024;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;0;0,00;0;2.315,80;2.170,80;0,00;0,00;Vergunning
2024;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;0;0,00;0;397,24;418,40;0,00;0,00;Weigering
2024;-;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;0;2.731,00;889,67;0,00;0,00;In behandeling (na beroep)
2024;-;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;0;0,00;0;217,00;133,00;0,00;0,00;Aktename
2024;-;Verbouwen of hergebruik;Overheid;1;1;1;0;0;0,00;0;140,66;86,08;0,00;0,00;Vergunning
2025;-;Nieuwbouw;Rechtspersoon;6;7;7;0;0;0,00;0;9.216,17;8.610,97;0,00;0,00;Stopgezet
2025;-;Nieuwbouw;Natuurlijk persoon;5;5;5;0;0;0,00;0;3.855,81;2.577,33;0,00;0,00;Vergunning
2025;-;Nieuwbouw;Rechtspersoon;5;5;5;0;0;0,00;0;1.957,57;2.199,37;0,00;0,00;Vergunning
2025;-;Nieuwbouw;Rechtspersoon;4;4;4;0;0;0,00;0;4.347,36;3.433,65;0,00;0,00;In behandeling (in eerste aanleg)
2025;-;Nieuwbouw;Rechtspersoon;1;1;1;0;0;0,00;0;1.551,00;1.465,00;0,00;0,00;In behandeling (na beroep)
2025;-;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;538,70;538,70;0,00;0,00;In behandeling (in eerste aanleg)
2025;-;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;538,70;538,70;0,00;0,00;Stopgezet
2025;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;406,60;275,00;0,00;0,00;Weigering
2025;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;348,25;235,25;0,00;0,00;Stopgezet
2025;-;Nieuwbouw;Rechtspersoon;1;1;1;0;0;0,00;0;318,16;81,00;0,00;0,00;Weigering
2025;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;44,13;56,60;0,00;0,00;In behandeling (in eerste aanleg)
2025;-;Sloop;Natuurlijk persoon;4.474;6.538;6.539;0;0;0,00;0;0,00;0,00;879.618,83;3.722.045,15;Vergunning
2025;-;Sloop;Rechtspersoon;1.717;3.082;3.082;0;0;0,00;0;0,00;0,00;1.494.057,84;8.068.870,83;Vergunning
2025;-;Sloop;Natuurlijk persoon;1.069;1.659;1.659;0;0;0,00;0;0,00;0,00;321.522,47;1.492.711,57;In behandeling (in eerste aanleg)
2025;-;Sloop;Natuurlijk persoon;807;1.179;1.179;0;0;0,00;0;0,00;0,00;188.002,62;820.376,97;Stopgezet
2025;-;Sloop;Rechtspersoon;760;1.585;1.585;0;0;0,00;0;0,00;0,00;898.081,79;4.628.896,07;In behandeling (in eerste aanleg)
2025;-;Sloop;Rechtspersoon;564;999;999;0;0;0,00;0;0,00;0,00;451.663,23;2.742.269,30;Stopgezet
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;333;591;591;0;0;0,00;0;0,00;0,00;180.472,16;1.377.792,99;Vergunning
2025;-;Sloop;Natuurlijk persoon;271;381;381;0;0;0,00;0;0,00;0,00;46.277,97;211.856,60;Weigering
2025;-;Sloop;Rechtspersoon;156;285;285;0;0;0,00;0;0,00;0,00;79.368,63;429.861,03;Weigering
2025;-;Sloop;Rechtspersoon;147;331;331;0;0;0,00;0;0,00;0,00;192.663,27;912.122,16;In behandeling (na beroep)
2025;-;Sloop;Natuurlijk persoon;128;253;253;0;0;0,00;0;0,00;0,00;40.693,14;165.215,48;In behandeling (na beroep)
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;125;248;248;0;0;0,00;0;0,00;0,00;76.992,33;463.997,58;In behandeling (in eerste aanleg)
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;103;259;259;0;0;0,00;0;0,00;0,00;93.779,47;390.047,82;Stopgezet
2025;-;Sloop;Overheid;48;74;74;0;0;0,00;0;0,00;0,00;38.996,01;171.420,94;Vergunning
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;38;75;75;0;0;0,00;0;0,00;0,00;13.734,90;68.295,98;Weigering
2025;-;Sloop;Natuurlijk persoon;35;43;43;0;0;0,00;0;0,00;0,00;2.419,66;7.373,14;Niet rechtsgeldig
2025;-;Sloop;Natuurlijk persoon;32;37;37;0;0;0,00;0;0,00;0,00;849,86;2.424,91;Aktename
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;24;40;40;0;0;0,00;0;0,00;0,00;15.851,19;87.528,13;In behandeling (na beroep)
2025;-;Sloop;Overheid;11;20;20;0;0;0,00;0;0,00;0,00;22.882,77;114.860,20;In behandeling (in eerste aanleg)
2025;-;Sloop;Overheid;9;18;18;0;0;0,00;0;0,00;0,00;9.809,30;34.193,34;Stopgezet
2025;-;Sloop;Rechtspersoon;9;14;14;0;0;0,00;0;0,00;0,00;1.088,73;4.826,11;Niet rechtsgeldig
2025;-;Sloop;Natuurlijk persoon-Overheid;8;9;9;0;0;0,00;0;0,00;0,00;1.464,18;8.246,58;Vergunning
2025;-;Sloop;Natuurlijk persoon-Overheid;4;10;10;0;0;0,00;0;0,00;0,00;6.489,88;19.539,12;In behandeling (in eerste aanleg)
2025;-;Sloop;Natuurlijk persoon;3;5;5;0;0;0,00;0;0,00;0,00;353,07;1.532,97;Geen beslissing genomen
2025;-;Sloop;Rechtspersoon;3;3;3;0;0;0,00;0;0,00;0,00;779,84;5.652,92;Geen beslissing genomen
2025;-;Sloop;Rechtspersoon;3;3;3;0;0;0,00;0;0,00;0,00;77,49;221,35;Aktename
2025;-;Sloop;Natuurlijk persoon-Overheid;2;2;2;0;0;0,00;0;0,00;0,00;368,00;1.406,86;Stopgezet
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;7;7;0;0;0,00;0;0,00;0,00;4,73;12,28;Aktename
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;5;5;0;0;0,00;0;0,00;0,00;1.818,00;5,00;Geen beslissing genomen
2025;-;Sloop;Overheid-Rechtspersoon;1;2;2;0;0;0,00;0;0,00;0,00;689,61;1.969,59;Vergunning
2025;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;8,60;19,20;Niet rechtsgeldig
2025;-;Verbouwen of hergebruik;Natuurlijk persoon;38;38;38;0;0;0,00;0;7.273,09;5.395,89;0,00;0,00;Vergunning
2025;-;Verbouwen of hergebruik;Natuurlijk persoon;12;12;12;0;0;0,00;0;3.420,06;2.596,60;0,00;0,00;Stopgezet
2025;-;Verbouwen of hergebruik;Rechtspersoon;11;11;11;0;0;0,00;0;23.749,43;10.645,65;0,00;0,00;Vergunning
2025;-;Verbouwen of hergebruik;Natuurlijk persoon;9;10;10;0;0;0,00;0;3.431,30;3.011,52;0,00;0,00;In behandeling (in eerste aanleg)
2025;-;Verbouwen of hergebruik;Rechtspersoon;5;5;5;0;0;0,00;0;19.180,40;18.812,53;0,00;0,00;In behandeling (in eerste aanleg)
2025;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;0;0;0,00;0;3.937,89;1.725,93;0,00;0,00;Vergunning
2025;-;Verbouwen of hergebruik;Natuurlijk persoon;2;4;4;0;0;0,00;0;783,30;653,80;0,00;0,00;In behandeling (na beroep)
2025;-;Verbouwen of hergebruik;Rechtspersoon;2;2;2;0;0;0,00;0;875,50;754,45;0,00;0,00;Stopgezet
2025;-;Verbouwen of hergebruik;Rechtspersoon;2;2;2;0;0;0,00;0;581,90;413,90;0,00;0,00;Niet rechtsgeldig
2025;-;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;0;10.045,00;2.990,00;0,00;0,00;Weigering
2025;-;Verbouwen of hergebruik;Overheid;1;1;1;0;0;0,00;0;312,80;384,29;0,00;0,00;Vergunning
2025;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;300,00;300,00;0,00;0,00;Stopgezet
2025;-;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;0;0,00;0;200,00;200,00;0,00;0,00;Weigering
2025;-;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;0;162,00;169,00;0,00;0,00;In behandeling (na beroep)
2026;-;Nieuwbouw;Rechtspersoon;4;4;4;0;0;0,00;0;5.501,16;5.276,40;0,00;0,00;In behandeling (in eerste aanleg)
2026;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;331,36;245,55;0,00;0,00;In behandeling (in eerste aanleg)
2026;-;Sloop;Natuurlijk persoon;470;687;687;0;0;0,00;0;0,00;0,00;112.932,73;481.941,38;In behandeling (in eerste aanleg)
2026;-;Sloop;Rechtspersoon;253;513;513;0;0;0,00;0;0,00;0,00;221.642,09;1.155.530,50;In behandeling (in eerste aanleg)
2026;-;Sloop;Natuurlijk persoon-Rechtspersoon;44;75;75;0;0;0,00;0;0,00;0,00;24.450,74;128.711,39;In behandeling (in eerste aanleg)
2026;-;Sloop;Natuurlijk persoon;36;48;48;0;0;0,00;0;0,00;0,00;9.375,44;39.063,11;Stopgezet
2026;-;Sloop;Natuurlijk persoon;12;19;19;0;0;0,00;0;0,00;0,00;1.213,63;5.616,46;Vergunning
2026;-;Sloop;Rechtspersoon;9;16;16;0;0;0,00;0;0,00;0,00;8.657,42;51.772,70;Stopgezet
2026;-;Sloop;Overheid;7;10;10;0;0;0,00;0;0,00;0,00;975,05;3.766,05;In behandeling (in eerste aanleg)
2026;-;Sloop;Natuurlijk persoon-Rechtspersoon;6;13;13;0;0;0,00;0;0,00;0,00;2.017,04;7.931,42;Stopgezet
2026;-;Sloop;Natuurlijk persoon;5;5;5;0;0;0,00;0;0,00;0,00;166,78;603,42;Niet rechtsgeldig
2026;-;Sloop;Rechtspersoon;3;6;6;0;0;0,00;0;0,00;0,00;386,08;1.625,68;Vergunning
2026;-;Sloop;Overheid;2;2;2;0;0;0,00;0;0,00;0,00;168,20;473,54;Vergunning
2026;-;Sloop;Natuurlijk persoon;2;2;2;0;0;0,00;0;0,00;0,00;36,26;100,40;Aktename
2026;-;Sloop;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;20.520,00;92.340,00;Niet rechtsgeldig
2026;-;Sloop;Overheid-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;640,00;3.527,00;Stopgezet
2026;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;118,00;449,86;In behandeling (in eerste aanleg)
2026;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;42,30;126,35;Vergunning
2026;-;Sloop;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;21,50;8,60;Aktename
2026;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;15,00;45,00;Niet rechtsgeldig
2026;-;Verbouwen of hergebruik;Natuurlijk persoon;6;6;6;0;0;0,00;0;1.221,86;838,34;0,00;0,00;In behandeling (in eerste aanleg)
2026;-;Verbouwen of hergebruik;Rechtspersoon;5;5;5;0;0;0,00;0;4.550,34;4.034,17;0,00;0,00;In behandeling (in eerste aanleg)
2026;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;237,00;168,70;0,00;0,00;In behandeling (in eerste aanleg)
